# ipc_version: 2026.01
# source: WIPO IPC scheme EN XML 2026.01 + CNIPA Chinese classification PDFs
code,zh,en
F28C,其他小类中不包括的热交换设备,"HEAT-EXCHANGE APPARATUS, NOT PROVIDED FOR IN ANOTHER SUBCLASS, IN WHICH THE HEAT-EXCHANGE MEDIA COME INTO DIRECT CONTACT WITHOUT CHEMICAL INTERACTION"
F28D,其他小类中不包括的热交换设备,"HEAT-EXCHANGE APPARATUS, NOT PROVIDED FOR IN ANOTHER SUBCLASS, IN WHICH THE HEAT-EXCHANGE MEDIA DO NOT COME INTO DIRECT CONTACT；HEAT STORAGE PLANTS OR APPARATUS IN GENERAL"
F28F,通用热交换或传热设备的零部件,"DETAILS OF HEAT-EXCHANGE OR HEAT-TRANSFER APPARATUS, OF GENERAL APPLICATION"
F28G,热交换或传热管道内壁或外表面的清洗,"CLEANING OF INTERNAL OR EXTERNAL SURFACES OF HEAT-EXCHANGE OR HEAT-TRANSFER CONDUITS, e.g. WATER TUBES OF BOILERS"
F41A,对于轻武器和火炮，例如加农炮，两者通用的功能特征或零部件,"FUNCTIONAL FEATURES OR DETAILS COMMON TO BOTH SMALLARMS AND ORDNANCE, e.g. CANNONS；MOUNTINGS FOR SMALLARMS OR ORDNANCE"
F41B,不用炸药或易燃推进装药的发射投射体用的武器,WEAPONS FOR PROJECTING MISSILES WITHOUT USE OF EXPLOSIVE OR COMBUSTIBLE PROPELLANT CHARGE；WEAPONS NOT OTHERWISE PROVIDED FOR
F41C,轻武器,"SMALLARMS, e.g. PISTOLS OR RIFLES；ACCESSORIES THEREFOR"
F41F,自身管发射子弹或导弹的发射装置,"APPARATUS FOR LAUNCHING PROJECTILES OR MISSILES FROM BARRELS, e.g. CANNONS；LAUNCHERS FOR ROCKETS OR TORPEDOES；HARPOON GUNS"
F41G,武器瞄准器,WEAPON SIGHTS；AIMING
F41H,装甲,"ARMOUR；ARMOURED TURRETS；ARMOURED OR ARMED VEHICLES；MEANS OF ATTACK OR DEFENCE, e.g. CAMOUFLAGE, IN GENERAL"
F41J,靶,TARGETS；TARGET RANGES；BULLET CATCHERS
F42B,爆炸装药，例如用于爆破,"EXPLOSIVE CHARGES, e.g. FOR BLASTING；FIREWORKS；AMMUNITION"
F42C,弹药引信,AMMUNITION FUZES；ARMING OR SAFETY MEANS THEREFOR
F42D,爆破,BLASTING
F99Z,本部其他未列入的技术主题,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
G01B,长度、厚度或类似线性尺寸的计量,"MEASURING LENGTH, THICKNESS OR SIMILAR LINEAR DIMENSIONS；MEASURING ANGLES；MEASURING AREAS；MEASURING IRREGULARITIES OF SURFACES OR CONTOURS"
G01C,测量距离、水准或者方位,"MEASURING DISTANCES, LEVELS OR BEARINGS；SURVEYING；NAVIGATION；GYROSCOPIC INSTRUMENTS；PHOTOGRAMMETRY OR VIDEOGRAMMETRY"
G01D,非专用于特定变量的测量,MEASURING NOT SPECIALLY ADAPTED FOR A SPECIFIC VARIABLE；ARRANGEMENTS FOR MEASURING TWO OR MORE VARIABLES NOT COVERED BY A SINGLE OTHER SUBCLASS；TARIFF METERING APPARATUS；TRANSFERRING OR TRANSDUCING ARRANGEMENTS NOT SPECIALLY ADAPTED FOR A SPECIFIC VARIABLE；MEASURING OR TESTING NOT OTHERWISE PROVIDED FOR
G01F,容积、流量、质量流量或液位的测量,"MEASURING VOLUME, VOLUME FLOW, MASS FLOW, OR LIQUID LEVEL；METERING BY VOLUME"
G01G,称量,WEIGHING
G01H,机械振动或超声波、声波或次声波的测量,"MEASUREMENT OF MECHANICAL VIBRATIONS OR ULTRASONIC, SONIC OR INFRASONIC WAVES"
G01J,红外光、可见光、紫外光的强度、速度、光谱成分，偏振、相位或脉冲特性的测量,"MEASUREMENT OF INTENSITY, VELOCITY, SPECTRAL CONTENT, POLARISATION, PHASE OR PULSE CHARACTERISTICS OF INFRARED, VISIBLE OR ULTRAVIOLET LIGHT；COLORIMETRY；RADIATION PYROMETRY"
G01K,温度测量,MEASURING TEMPERATURE；MEASURING QUANTITY OF HEAT；THERMALLY-SENSITIVE ELEMENTS NOT OTHERWISE PROVIDED FOR
G01L,测量力、应力、转矩、功、机械功率、机械效率或流体压力,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE"
G01M,机器或结构部件的静或动平衡的测试,"TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES；TESTING OF STRUCTURES OR APPARATUS, NOT OTHERWISE PROVIDED FOR"
G01N,借助于测定材料的化学或物理性质来测试或分析材料,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES
G01P,线速度或角速度、加速度、减速度或冲击的测量,"MEASURING LINEAR OR ANGULAR SPEED, ACCELERATION, DECELERATION OR SHOCK；INDICATING PRESENCE OR ABSENCE OF MOVEMENT；INDICATING DIRECTION OF MOVEMENT"
G01Q,扫描探针技术或设备,"SCANNING-PROBE TECHNIQUES OR APPARATUS；APPLICATIONS OF SCANNING-PROBE TECHNIQUES, e.g. SCANNING-PROBE MICROSCOPY [SPM]"
G01R,测量电变量,MEASURING ELECTRIC VARIABLES；MEASURING MAGNETIC VARIABLES
G01S,无线电定向,RADIO DIRECTION-FINDING；RADIO NAVIGATION；DETERMINING DISTANCE OR VELOCITY BY USE OF RADIO WAVES；LOCATING OR PRESENCE-DETECTING BY USE OF THE REFLECTION OR RERADIATION OF RADIO WAVES；ANALOGOUS ARRANGEMENTS USING OTHER WAVES
G01T,核辐射或X射线辐射的测量,MEASUREMENT OF NUCLEAR OR X-RADIATION
G01V,地球物理,GEOPHYSICS；GRAVITATIONAL MEASUREMENTS；DETECTING MASSES OR OBJECTS；TAGS
G01W,气象学,METEOROLOGY
G02B,光学元件、系统或仪器,"OPTICAL ELEMENTS, SYSTEMS OR APPARATUS"
G02C,眼镜,SPECTACLES；SUNGLASSES OR GOGGLES INSOFAR AS THEY HAVE THE SAME FEATURES AS SPECTACLES；CONTACT LENSES
G02F,通过改变其中涉及的元件的介质的光学性质来控制光的光学器件或装置,OPTICAL DEVICES OR ARRANGEMENTS FOR THE CONTROL OF LIGHT BY MODIFICATION OF THE OPTICAL PROPERTIES OF THE MEDIA OF THE ELEMENTS INVOLVED THEREIN；NON-LINEAR OPTICS；FREQUENCY-CHANGING OF LIGHT；OPTICAL LOGIC ELEMENTS；OPTICAL ANALOGUE/DIGITAL CONVERTERS
G03B,摄影、放映或观看用的装置或设备,APPARATUS OR ARRANGEMENTS FOR TAKING PHOTOGRAPHS OR FOR PROJECTING OR VIEWING THEM；APPARATUS OR ARRANGEMENTS EMPLOYING ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES；ACCESSORIES THEREFOR
G03C,照相用的感光材料,"PHOTOSENSITIVE MATERIALS FOR PHOTOGRAPHIC PURPOSES；PHOTOGRAPHIC PROCESSES, e.g. CINE, X-RAY, COLOUR OR STEREO-PHOTOGRAPHIC PROCESSES；AUXILIARY PROCESSES IN PHOTOGRAPHY"
G03D,加工曝光后的照相材料的设备,APPARATUS FOR PROCESSING EXPOSED PHOTOGRAPHIC MATERIALS；ACCESSORIES THEREFOR
G03F,图纹面的照相制版工艺，例如，印刷工艺、半导体器件的加工工艺,"PHOTOMECHANICAL PRODUCTION OF TEXTURED OR PATTERNED SURFACES, e.g. FOR PRINTING, FOR PROCESSING OF SEMICONDUCTOR DEVICES；MATERIALS THEREFOR；ORIGINALS THEREFOR；APPARATUS SPECIALLY ADAPTED THEREFOR"
G03G,电记录术,ELECTROGRAPHY；ELECTROPHOTOGRAPHY；MAGNETOGRAPHY
G03H,全息摄影的工艺过程或设备,HOLOGRAPHIC PROCESSES OR APPARATUS
G04B,机械驱动的钟或表,"MECHANICALLY-DRIVEN CLOCKS OR WATCHES；MECHANICAL PARTS OF CLOCKS OR WATCHES IN GENERAL；TIME-PIECES USING THE POSITION OF THE SUN, MOON, OR STARS"
G04C,电动机械钟或表,ELECTROMECHANICAL CLOCKS OR WATCHES
G04D,为制造或维修钟表所专门设计的装置或工具,APPARATUS OR TOOLS SPECIALLY DESIGNED FOR MAKING OR MAINTAINING CLOCKS OR WATCHES
G04F,时间间隔的测量,TIME-INTERVAL MEASURING
G04G,电子计时器,ELECTRONIC TIME-PIECES
G04R,无线电控制的计时器,RADIO-CONTROLLED TIME-PIECES
G05B,一般的控制或调节系统,CONTROL OR REGULATING SYSTEMS IN GENERAL；FUNCTIONAL ELEMENTS OF SUCH SYSTEMS；MONITORING OR TESTING ARRANGEMENTS FOR SUCH SYSTEMS OR ELEMENTS
G05D,非电变量的控制或调节系统,SYSTEMS FOR CONTROLLING OR REGULATING NON-ELECTRIC VARIABLES
G05F,用于调节电或磁变量的系统,SYSTEMS FOR REGULATING ELECTRIC OR MAGNETIC VARIABLES
G05G,只按机械特征区分的控制装置或系统,CONTROL DEVICES OR SYSTEMS INSOFAR AS CHARACTERISED BY MECHANICAL FEATURES ONLY
G06C,一切计算均用机械方式实现的数字计算机,DIGITAL COMPUTERS IN WHICH ALL THE COMPUTATION IS EFFECTED MECHANICALLY
G06D,数字流体压力计算设备,DIGITAL FLUID-PRESSURE COMPUTING DEVICES
G06E,光学计算设备,OPTICAL COMPUTING DEVICES
G06F,电数字数据处理,ELECTRIC DIGITAL DATA PROCESSING
G06G,模拟计算机,ANALOGUE COMPUTERS
G06J,混合计算装置,HYBRID COMPUTING ARRANGEMENTS
G06K,图形数据读取,GRAPHICAL DATA READING；PRESENTATION OF DATA；RECORD CARRIERS；HANDLING RECORD CARRIERS
G06M,计数机构,COUNTING MECHANISMS；COUNTING OF OBJECTS NOT OTHERWISE PROVIDED FOR
G06N,基于特定计算模型的计算机系统,COMPUTING ARRANGEMENTS BASED ON SPECIFIC COMPUTATIONAL MODELS
G06Q,专门适用于行政、商业、金融、管理或监督目的的信息和通信技术[ICT],"INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL OR SUPERVISORY PURPOSES；SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL OR SUPERVISORY PURPOSES, NOT OTHERWISE PROVIDED FOR"
G06T,一般的图像数据处理或产生,"IMAGE DATA PROCESSING OR GENERATION, IN GENERAL"
G06V,图像或视频识别或理解,IMAGE OR VIDEO RECOGNITION OR UNDERSTANDING
G07B,售票设备,"TICKET-ISSUING APPARATUS；TAXIMETERS；ARRANGEMENTS OR APPARATUS FOR COLLECTING FARES, TOLLS OR ENTRANCE FEES AT ONE OR MORE CONTROL POINTS；FRANKING APPARATUS"
G07C,时间登记器或出勤登记器,"TIME OR ATTENDANCE REGISTERS；REGISTERING OR INDICATING THE WORKING OF MACHINES；GENERATING RANDOM NUMBERS；VOTING OR LOTTERY APPARATUS；ARRANGEMENTS, SYSTEMS OR APPARATUS FOR CHECKING NOT PROVIDED FOR ELSEWHERE"
G07D,处理硬币或有价纸币,"HANDLING OF COINS OR OF VALUABLE PAPERS, e.g. TESTING, SORTING BY DENOMINATIONS, COUNTING, DISPENSING, CHANGING OR DEPOSITING"
G07F,投币式设备或类似设备,COIN-FREED OR LIKE APPARATUS
G07G,登记收到的现金、贵重物或辅币收银机,"REGISTERING THE RECEIPT OF CASH, VALUABLES, OR TOKENS"
G08B,信号系统，如个人呼叫系统,"SIGNALLING SYSTEMS, e.g. PERSONAL CALLING SYSTEMS；ORDER TELEGRAPHS；ALARM SYSTEMS"
G08C,测量值、控制信号或类似信号的传输系统,"TRANSMISSION SYSTEMS FOR MEASURED VALUES, CONTROL OR SIMILAR SIGNALS"
G08G,交通控制系统,TRAFFIC CONTROL SYSTEMS
G09B,教育或演示用具,"EDUCATIONAL OR DEMONSTRATION APPLIANCES；APPLIANCES FOR TEACHING, OR COMMUNICATING WITH, THE BLIND, DEAF OR MUTE；MODELS；PLANETARIA；GLOBES；MAPS；DIAGRAMS"
G09C,用于密码或涉及保密需要的其他用途的编码或译码装置,CIPHERING OR DECIPHERING APPARATUS FOR CRYPTOGRAPHIC OR OTHER PURPOSES INVOLVING THE NEED FOR SECRECY
G09D,铁路用或类似用途的时间表或计费表,RAILWAY OR LIKE TIME OR FARE TABLES；PERPETUAL CALENDARS
G09F,显示,DISPLAYING；ADVERTISING；SIGNS；LABELS OR NAME-PLATES；SEALS
G09G,对用静态方法显示可变信息的指示装置进行控制的装置或电路传输数据的装置在数字计算机与显示器之间入G06F3/14,ARRANGEMENTS OR CIRCUITS FOR CONTROL OF INDICATING DEVICES USING STATIC MEANS TO PRESENT VARIABLE INFORMATION
G10B,管风琴,"ORGANS, HARMONIUMS OR SIMILAR WIND MUSICAL INSTRUMENTS WITH ASSOCIATED BLOWING APPARATUS"
G10C,钢琴、大键琴、立式钢琴或类似的带有一个或更多键盘的弦乐器,"PIANOS, HARPSICHORDS, SPINETS OR SIMILAR STRINGED MUSICAL INSTRUMENTS WITH ONE OR MORE KEYBOARDS"
G10D,弦乐器,STRINGED MUSICAL INSTRUMENTS；WIND MUSICAL INSTRUMENTS；ACCORDIONS OR CONCERTINAS；PERCUSSION MUSICAL INSTRUMENTS；AEOLIAN HARPS；SINGING-FLAME MUSICAL INSTRUMENTS；MUSICAL INSTRUMENTS NOT OTHERWISE PROVIDED FOR
G10F,自动乐器,AUTOMATIC MUSICAL INSTRUMENTS
G10G,音乐的演奏设备,"REPRESENTATION OF MUSIC；RECORDING MUSIC IN NOTATION FORM；ACCESSORIES FOR MUSIC OR MUSICAL INSTRUMENTS NOT OTHERWISE PROVIDED FOR, e.g. SUPPORTS"
G10H,电声乐器,"ELECTROPHONIC MUSICAL INSTRUMENTS；INSTRUMENTS IN WHICH THE TONES ARE GENERATED BY ELECTROMECHANICAL MEANS OR ELECTRONIC GENERATORS, OR IN WHICH THE TONES ARE SYNTHESISED FROM A DATA STORE"
G10K,发声器械,"SOUND-PRODUCING DEVICES；METHODS OR DEVICES FOR PROTECTING AGAINST, OR FOR DAMPING, NOISE OR OTHER ACOUSTIC WAVES IN GENERAL；ACOUSTICS NOT OTHERWISE PROVIDED FOR"
G10L,语音分析技术或语音合成,SPEECH ANALYSIS TECHNIQUES OR SPEECH SYNTHESIS；SPEECH RECOGNITION；SPEECH OR VOICE PROCESSING TECHNIQUES；SPEECH OR AUDIO CODING OR DECODING
G11B,基于记录载体和换能器之间的相对运动而实现的信息存储,INFORMATION STORAGE BASED ON RELATIVE MOVEMENT BETWEEN RECORD CARRIER AND TRANSDUCER
G11C,静态存储器,STATIC STORES
G12B,仪器的零部件,"CONSTRUCTIONAL DETAILS OF INSTRUMENTS, OR COMPARABLE DETAILS OF OTHER APPARATUS, NOT OTHERWISE PROVIDED FOR"
G16B,生物信息学,"BIOINFORMATICS, i.e. INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR GENETIC OR PROTEIN-RELATED DATA PROCESSING IN COMPUTATIONAL MOLECULAR BIOLOGY"
G16C,计算化学;化学信息学;计算材料科学,COMPUTATIONAL CHEMISTRY；CHEMOINFORMATICS；COMPUTATIONAL MATERIALS SCIENCE
G16H,医疗保健信息学,"HEALTHCARE INFORMATICS, i.e. INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR THE HANDLING OR PROCESSING OF MEDICAL OR HEALTHCARE DATA"
G16Y,专门用于物联网的信息和通信技术[IoT],INFORMATION AND COMMUNICATION TECHNOLOGY SPECIALLY ADAPTED FOR THE INTERNET OF THINGS [IoT]
G16Z,未列入其他类目的特别适用于特定应用领域的信息和通信技术,"INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR SPECIFIC APPLICATION FIELDS, NOT OTHERWISE PROVIDED FOR"
G21B,聚变反应堆,FUSION REACTORS
G21C,核反应堆,NUCLEAR REACTORS
G21D,核发电厂,NUCLEAR POWER PLANT
G21F,X射线，γ射线、微粒射线或粒子轰击的防护,"PROTECTION AGAINST X-RADIATION, GAMMA RADIATION, CORPUSCULAR RADIATION OR PARTICLE BOMBARDMENT；TREATING RADIOACTIVELY CONTAMINATED MATERIAL；DECONTAMINATION ARRANGEMENTS THEREFOR"
G21G,化学元素的转变,CONVERSION OF CHEMICAL ELEMENTS；RADIOACTIVE SOURCES
G21H,从放射源取得能量,"OBTAINING ENERGY FROM RADIOACTIVE SOURCES；APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES, NOT OTHERWISE PROVIDED FOR；UTILISING COSMIC RADIATION"
G21J,核爆炸,NUCLEAR EXPLOSIVES；APPLICATIONS THEREOF
G21K,处理其它不包括的粒子或电离辐射,HANDLING OF PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR；IRRADIATION DEVICES；GAMMA RAY OR X-RAY MICROSCOPES
G99Z,本部其他未列入的技术主题,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
H01B,电缆,"CABLES；CONDUCTORS；INSULATORS；SELECTION OF MATERIALS FOR THEIR CONDUCTIVE, INSULATING OR DIELECTRIC PROPERTIES"
H01C,电阻器,RESISTORS
H01F,磁体,MAGNETS；INDUCTANCES；TRANSFORMERS；SELECTION OF MATERIALS FOR THEIR MAGNETIC PROPERTIES
H01G,电容器,"CAPACITORS；CAPACITORS, RECTIFIERS, DETECTORS, SWITCHING DEVICES, LIGHT-SENSITIVE OR TEMPERATURE-SENSITIVE DEVICES OF THE ELECTROLYTIC TYPE"
H01H,电开关,ELECTRIC SWITCHES；RELAYS；SELECTORS；EMERGENCY PROTECTIVE DEVICES
H01J,放电管或放电灯,ELECTRIC DISCHARGE TUBES OR DISCHARGE LAMPS
H01K,白炽灯,ELECTRIC INCANDESCENT LAMPS
H01M,用于直接转变化学能为电能的方法或装置,"PROCESSES OR MEANS, e.g. BATTERIES, FOR THE DIRECT CONVERSION OF CHEMICAL ENERGY INTO ELECTRICAL ENERGY"
H01P,波导,"WAVEGUIDES；RESONATORS, LINES OR OTHER DEVICES OF THE WAVEGUIDE TYPE"
H01Q,天线,"ANTENNAS, i.e. RADIO AERIALS"
H01R,导电连接,ELECTRICALLY-CONDUCTIVE CONNECTIONS；STRUCTURAL ASSOCIATIONS OF A PLURALITY OF MUTUALLY-INSULATED ELECTRICAL CONNECTING ELEMENTS；COUPLING DEVICES；CURRENT COLLECTORS
H01S,利用辐射[激光]的受激发射使用光放大过程来放大或产生光的器件,DEVICES USING THE PROCESS OF LIGHT AMPLIFICATION BY STIMULATED EMISSION OF RADIATION [LASER] TO AMPLIFY OR GENERATE LIGHT；DEVICES USING STIMULATED EMISSION OF ELECTROMAGNETIC RADIATION IN WAVE RANGES OTHER THAN OPTICAL
H01T,火花隙,SPARK GAPS；OVERVOLTAGE ARRESTERS USING SPARK GAPS；SPARKING PLUGS；CORONA DEVICES；GENERATING IONS TO BE INTRODUCED INTO NON-ENCLOSED GASES
H02B,供电或配电用的配电盘、变电站或开关装置,"BOARDS, SUBSTATIONS OR SWITCHING ARRANGEMENTS FOR THE SUPPLY OR DISTRIBUTION OF ELECTRIC POWER"
H02G,电缆或电线的安装,"INSTALLATION OF ELECTRIC CABLES OR LINES, OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES"
H02H,紧急保护电路装置,EMERGENCY PROTECTIVE CIRCUIT ARRANGEMENTS
H02J,电力网络;供电或配电的电路装置或系统,ELECTRIC POWER NETWORKS；CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER；SYSTEMS FOR STORING ELECTRIC ENERGY
H02K,电机,DYNAMO-ELECTRIC MACHINES
H02M,用于交流和交流之间、交流和直流之间、或直流和直流之间的转换以及用于与电源或类似的供电系统一起使用的设备,"APPARATUS FOR CONVERSION BETWEEN AC AND AC, BETWEEN AC AND DC, OR BETWEEN DC AND DC, AND FOR USE WITH MAINS OR SIMILAR POWER SUPPLY SYSTEMS；CONVERSION OF DC OR AC INPUT POWER INTO SURGE OUTPUT POWER；CONTROL OR REGULATION THEREOF"
H02N,其他类目不包含的电机,ELECTRIC MACHINES NOT OTHERWISE PROVIDED FOR
H02P,电动机、发电机或机电变换器的控制或调节,"CONTROL OR REGULATION OF ELECTRIC MOTORS, ELECTRIC GENERATORS OR DYNAMO-ELECTRIC CONVERTERS；CONTROLLING TRANSFORMERS, REACTORS OR CHOKE COILS"
H02S,由红外线辐射、可见光或紫外光转换产生电能,"GENERATION OF ELECTRIC POWER BY CONVERSION OF INFRARED RADIATION, VISIBLE LIGHT OR ULTRAVIOLET LIGHT, e.g. USING PHOTOVOLTAIC [PV] MODULES"
H03B,使用工作于非开关状态的有源元件电路，直接或经频率变换产生振荡,"GENERATION OF OSCILLATIONS, DIRECTLY OR BY FREQUENCY-CHANGING, BY CIRCUITS EMPLOYING ACTIVE ELEMENTS WHICH OPERATE IN A NON-SWITCHING MANNER；GENERATION OF NOISE BY SUCH CIRCUITS"
H03C,调制,MODULATION
H03D,由一个载频到另一载频对调制进行解调或变换,DEMODULATION OR TRANSFERENCE OF MODULATION FROM ONE CARRIER TO ANOTHER
H03F,放大器,AMPLIFIERS
H03G,放大的控制,CONTROL OF AMPLIFICATION
H03H,阻抗网络，例如谐振电路,"IMPEDANCE NETWORKS, e.g. RESONANT CIRCUITS；RESONATORS"
H03J,谐振电路的调谐,TUNING RESONANT CIRCUITS；SELECTING RESONANT CIRCUITS
H03K,脉冲技术,PULSE TECHNIQUE
H03L,电子振荡器或脉冲发生器的自动控制、起振、同步或稳定,"AUTOMATIC CONTROL, STARTING, SYNCHRONISATION OR STABILISATION OF GENERATORS OF ELECTRONIC OSCILLATIONS OR PULSES"
H03M,一般编码、译码或代码转换,"CODING, DECODING OR CODE CONVERSION, IN GENERAL"
H04B,传输,TRANSMISSION
H04H,广播通信,BROADCAST COMMUNICATION
H04J,多路复用通信,MULTIPLEX COMMUNICATION
H04K,保密通信,SECRET COMMUNICATION；JAMMING OF COMMUNICATION
H04L,数字信息的传输,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
H04M,电话通信,TELEPHONIC COMMUNICATION
H04N,图像通信,"PICTORIAL COMMUNICATION, e.g. TELEVISION"
H04Q,选择,SELECTING
H04R,扬声器、麦克风、留声机拾音器或类似的声机电换能器,"LOUDSPEAKERS, MICROPHONES, GRAMOPHONE PICK-UPS OR LIKE ACOUSTIC ELECTROMECHANICAL TRANSDUCERS；ELECTRIC HEARING AIDS；PUBLIC ADDRESS SYSTEMS"
H04S,立体声系统,STEREOPHONIC SYSTEMS
H04W,无线通信网络,WIRELESS COMMUNICATION NETWORKS
H05B,电热,"ELECTRIC HEATING；ELECTRIC LIGHT SOURCES NOT OTHERWISE PROVIDED FOR；CIRCUIT ARRANGEMENTS FOR ELECTRIC LIGHT SOURCES, IN GENERAL"
H05C,为杀伤、击昏、围困或诱导生物的设备专门设计的电路或设备,"ELECTRIC CIRCUITS OR APPARATUS SPECIALLY DESIGNED FOR USE IN EQUIPMENT FOR KILLING, STUNNING, ENCLOSING OR GUIDING LIVING BEINGS"
H05F,静电,STATIC ELECTRICITY；NATURALLY-OCCURRING ELECTRICITY
H05G,X射线技术,X-RAY TECHNIQUE
H05H,等离子体技术,PLASMA TECHNIQUE；PRODUCTION OF ACCELERATED ELECTRICALLY-CHARGED PARTICLES OR OF NEUTRONS；PRODUCTION OR ACCELERATION OF NEUTRAL MOLECULAR OR ATOMIC BEAMS
H05K,印刷电路,PRINTED CIRCUITS；CASINGS OR CONSTRUCTIONAL DETAILS OF ELECTRIC APPARATUS；MANUFACTURE OF ASSEMBLAGES OF ELECTRICAL COMPONENTS
H10B,电存储器件,ELECTRONIC MEMORY DEVICES
H10D,无机电子半导体器件,INORGANIC ELECTRIC SEMICONDUCTOR DEVICES
H10F,对红外辐射、光、较短波长的电磁辐射或微粒辐射敏感的无机半导体器件,"INORGANIC SEMICONDUCTOR DEVICES SENSITIVE TO INFRARED RADIATION, LIGHT, ELECTROMAGNETIC RADIATION OF SHORTER WAVELENGTH OR CORPUSCULAR RADIATION"
H10H,具有势垒的无机发光半导体器件,INORGANIC LIGHT-EMITTING SEMICONDUCTOR DEVICES HAVING POTENTIAL BARRIERS
H10K,有机电固态器件,ORGANIC ELECTRIC SOLID-STATE DEVICES
H10N,其它不包括的电固态器件,ELECTRIC SOLID-STATE DEVICES NOT OTHERWISE PROVIDED FOR
H10P,用于制造或处理H10类所涵盖器件的通用工艺或设备,GENERIC PROCESSES OR APPARATUS FOR THE MANUFACTURE OR TREATMENT OF DEVICES COVERED BY CLASS
H10W,H10大类设备的通用封装、互连、连接器或其他结构零部件,"GENERIC PACKAGES, INTERCONNECTIONS, CONNECTORS OR OTHER CONSTRUCTIONAL DETAILS OF DEVICES COVERED BY CLASS"
H99Z,本部其他未列入的技术主题,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
